index,City,City_Tier,Date,Year,Month,Quarter,Weekday,Is_Weekend,Festive_Season,Card_Type,Exp_Type,Gender,Amount,Amount_Bucket
19235,"Motihari, India",Tier-3,2014-11-09,2014,11,2014Q4,Sunday,True,True,Signature,Fuel,F,115986.0,Medium
19236,"Laharpur, India",Tier-3,2014-03-22,2014,3,2014Q1,Saturday,True,False,Platinum,Food,M,136106.0,Medium
19237,"Mangrol, India",Tier-3,2013-12-24,2013,12,2013Q4,Tuesday,False,False,Gold,Fuel,M,223998.0,High
19238,"Tiruchirappalli, India",Tier-2,2014-02-15,2014,2,2014Q1,Saturday,True,False,Signature,Fuel,M,49781.0,Low
19239,"Sihora, India",Tier-3,2014-07-05,2014,7,2014Q3,Saturday,True,False,Silver,Entertainment,F,241187.0,Very High
19240,"Jamalpur, India",Tier-3,2015-04-09,2015,4,2015Q2,Thursday,False,False,Gold,Entertainment,M,83192.0,Medium
19241,"Dhule, India",Tier-3,2014-12-31,2014,12,2014Q4,Wednesday,False,False,Gold,Entertainment,M,44648.0,Low
19242,"Deoghar, India",Tier-3,2014-12-14,2014,12,2014Q4,Sunday,True,False,Gold,Fuel,M,263775.0,Very High
19243,"Jaipur, India",Tier-2,2014-10-09,2014,10,2014Q4,Thursday,False,True,Gold,Food,F,250577.0,Very High
19244,"Sattenapalle, India",Tier-3,2014-10-04,2014,10,2014Q4,Saturday,True,True,Platinum,Grocery,F,288097.0,Very High
19245,"Pernampattu, India",Tier-3,2014-05-13,2014,5,2014Q2,Tuesday,False,False,Gold,Bills,M,92039.0,Medium
19246,"Ramdurg, India",Tier-3,2014-01-05,2014,1,2014Q1,Sunday,True,False,Silver,Fuel,M,183297.0,High
19247,"Mhow Cantonment, India",Tier-3,2015-03-28,2015,3,2015Q1,Saturday,True,False,Signature,Grocery,M,212009.0,High
19248,"Wankaner, India",Tier-3,2014-04-08,2014,4,2014Q2,Tuesday,False,False,Gold,Food,F,179656.0,High
19249,"Adoni, India",Tier-3,2014-03-06,2014,3,2014Q1,Thursday,False,False,Signature,Bills,F,169621.0,High
19250,"Udaipur, India",Tier-2,2015-03-06,2015,3,2015Q1,Friday,False,False,Signature,Fuel,F,42502.0,Low
19251,"Purna, India",Tier-3,2015-05-08,2015,5,2015Q2,Friday,False,False,Silver,Fuel,M,274086.0,Very High
19252,"Patratu, India",Tier-3,2014-10-03,2014,10,2014Q4,Friday,False,True,Signature,Bills,M,37702.0,Low
19253,"Shahpura, India",Tier-3,2013-11-12,2013,11,2013Q4,Tuesday,False,True,Platinum,Bills,M,150534.0,Medium
19254,"Tezpur, India",Tier-3,2015-05-22,2015,5,2015Q2,Friday,False,False,Gold,Fuel,M,144278.0,Medium
19255,"Kadi, India",Tier-3,2013-12-25,2013,12,2013Q4,Wednesday,False,False,Platinum,Entertainment,M,193178.0,High
19256,"Sholingur, India",Tier-3,2014-05-11,2014,5,2014Q2,Sunday,True,False,Gold,Food,F,40038.0,Low
19257,"Sheikhpura, India",Tier-3,2015-01-22,2015,1,2015Q1,Thursday,False,False,Gold,Food,F,172984.0,High
19258,"Balurghat, India",Tier-3,2015-04-27,2015,4,2015Q2,Monday,False,False,Gold,Bills,F,90514.0,Medium
19259,"Mansa, India",Tier-3,2014-03-23,2014,3,2014Q1,Sunday,True,False,Gold,Food,M,82252.0,Medium
19260,"Udgir, India",Tier-3,2014-12-14,2014,12,2014Q4,Sunday,True,False,Gold,Entertainment,F,271638.0,Very High
19261,"Thiruvallur, India",Tier-3,2014-12-23,2014,12,2014Q4,Tuesday,False,False,Silver,Entertainment,F,160052.0,High
19262,"Modasa, India",Tier-3,2013-12-18,2013,12,2013Q4,Wednesday,False,False,Silver,Food,M,25879.0,Low
19263,"Lakheri, India",Tier-3,2014-07-19,2014,7,2014Q3,Saturday,True,False,Platinum,Grocery,M,255778.0,Very High
19264,"Malout, India",Tier-3,2015-02-15,2015,2,2015Q1,Sunday,True,False,Gold,Food,F,187686.0,High
19265,"Saharsa, India",Tier-3,2014-08-18,2014,8,2014Q3,Monday,False,False,Platinum,Bills,F,267205.0,Very High
19266,"Sardhana, India",Tier-3,2014-11-28,2014,11,2014Q4,Friday,False,True,Gold,Fuel,M,270723.0,Very High
19267,"Una, India",Tier-3,2014-09-18,2014,9,2014Q3,Thursday,False,False,Platinum,Entertainment,F,245914.0,Very High
19268,"Jhansi, India",Tier-2,2013-10-20,2013,10,2013Q4,Sunday,True,True,Gold,Fuel,M,289358.0,Very High
19269,"Thoubal, India",Tier-3,2014-07-23,2014,7,2014Q3,Wednesday,False,False,Signature,Bills,M,29546.0,Low
19270,"Batala, India",Tier-3,2013-11-04,2013,11,2013Q4,Monday,False,True,Platinum,Food,M,117754.0,Medium
19271,"Renukoot, India",Tier-3,2014-08-03,2014,8,2014Q3,Sunday,True,False,Platinum,Bills,F,233634.0,Very High
19272,"Manwath, India",Tier-3,2014-03-24,2014,3,2014Q1,Monday,False,False,Gold,Entertainment,M,26542.0,Low
19273,"Kalyan-Dombivali, India",Tier-2,2013-11-14,2013,11,2013Q4,Thursday,False,True,Platinum,Food,F,94203.0,Medium
19274,"Rath, India",Tier-3,2014-09-14,2014,9,2014Q3,Sunday,True,False,Signature,Grocery,M,44687.0,Low
19275,"Virudhunagar, India",Tier-3,2015-04-18,2015,4,2015Q2,Saturday,True,False,Silver,Fuel,F,31492.0,Low
19276,"Araria, India",Tier-3,2014-08-31,2014,8,2014Q3,Sunday,True,False,Gold,Fuel,M,1543.0,Low
19277,"Yevla, India",Tier-3,2013-10-13,2013,10,2013Q4,Sunday,True,True,Platinum,Entertainment,F,163407.0,High
19278,"Siruguppa, India",Tier-3,2014-12-25,2014,12,2014Q4,Thursday,False,False,Gold,Fuel,F,187644.0,High
19279,"Sultanganj, India",Tier-3,2014-10-12,2014,10,2014Q4,Sunday,True,True,Gold,Food,F,91528.0,Medium
19280,"Rishikesh, India",Tier-3,2014-12-23,2014,12,2014Q4,Tuesday,False,False,Silver,Food,F,27318.0,Low
19281,"Panchkula, India",Tier-3,2013-12-28,2013,12,2013Q4,Saturday,True,False,Platinum,Entertainment,M,131158.0,Medium
19282,"Shahade, India",Tier-3,2015-02-07,2015,2,2015Q1,Saturday,True,False,Silver,Bills,F,220278.0,High
19283,"Nangal, India",Tier-3,2015-05-11,2015,5,2015Q2,Monday,False,False,Gold,Bills,F,65631.0,Low
19284,"Darbhanga, India",Tier-3,2014-10-23,2014,10,2014Q4,Thursday,False,True,Gold,Bills,M,18185.0,Low
19285,"Uravakonda, India",Tier-3,2015-05-16,2015,5,2015Q2,Saturday,True,False,Silver,Grocery,M,258756.0,Very High
19286,"Amreli, India",Tier-3,2015-04-02,2015,4,2015Q2,Thursday,False,False,Signature,Entertainment,F,191539.0,High
19287,"Arvi, India",Tier-3,2014-11-25,2014,11,2014Q4,Tuesday,False,True,Silver,Food,F,24041.0,Low
19288,"Panvel, India",Tier-3,2014-12-13,2014,12,2014Q4,Saturday,True,False,Silver,Food,F,21194.0,Low
19289,"Bhabua, India",Tier-3,2014-08-02,2014,8,2014Q3,Saturday,True,False,Platinum,Grocery,F,1123.0,Low
19290,"Jagdalpur, India",Tier-3,2013-11-21,2013,11,2013Q4,Thursday,False,True,Gold,Entertainment,F,284824.0,Very High
19291,"Fatehpur Sikri, India",Tier-3,2014-07-09,2014,7,2014Q3,Wednesday,False,False,Platinum,Food,M,5766.0,Low
19292,"Udaipurwati, India",Tier-3,2015-01-23,2015,1,2015Q1,Friday,False,False,Platinum,Food,M,292818.0,Very High
19293,"Gudur, India",Tier-3,2014-04-27,2014,4,2014Q2,Sunday,True,False,Platinum,Bills,M,63550.0,Low
19294,"Machilipatnam, India",Tier-3,2014-07-04,2014,7,2014Q3,Friday,False,False,Silver,Bills,F,78743.0,Medium
19295,"Dhanbad, India",Tier-2,2014-04-10,2014,4,2014Q2,Thursday,False,False,Signature,Grocery,F,215883.0,High
19296,"Panaji, India",Tier-3,2015-05-19,2015,5,2015Q2,Tuesday,False,False,Gold,Bills,M,192543.0,High
19297,"Tiruvuru, India",Tier-3,2014-02-18,2014,2,2014Q1,Tuesday,False,False,Signature,Entertainment,M,211133.0,High
19298,"Nagda, India",Tier-3,2014-01-06,2014,1,2014Q1,Monday,False,False,Platinum,Food,F,25683.0,Low
19299,"Cuttack, India",Tier-2,2015-05-14,2015,5,2015Q2,Thursday,False,False,Signature,Food,F,20493.0,Low
19300,"Akola, India",Tier-2,2014-01-11,2014,1,2014Q1,Saturday,True,False,Platinum,Entertainment,F,13423.0,Low
19301,"Valparai, India",Tier-3,2015-03-17,2015,3,2015Q1,Tuesday,False,False,Signature,Food,F,161665.0,High
19302,"Sathyamangalam, India",Tier-3,2015-04-25,2015,4,2015Q2,Saturday,True,False,Gold,Food,M,287472.0,Very High
19303,"Asansol, India",Tier-2,2013-12-09,2013,12,2013Q4,Monday,False,False,Silver,Grocery,F,229834.0,Very High
19304,"Naugachhia, India",Tier-3,2014-12-06,2014,12,2014Q4,Saturday,True,False,Gold,Fuel,F,110515.0,Medium
19305,"Raghogarh-Vijaypur, India",Tier-3,2014-09-13,2014,9,2014Q3,Saturday,True,False,Platinum,Bills,F,299980.0,Very High
19306,"Panipat, India",Tier-3,2014-03-04,2014,3,2014Q1,Tuesday,False,False,Gold,Fuel,M,197808.0,High
19307,"Chatra, India",Tier-3,2014-09-30,2014,9,2014Q3,Tuesday,False,False,Silver,Bills,M,90081.0,Medium
19308,"Rawatbhata, India",Tier-3,2014-11-03,2014,11,2014Q4,Monday,False,True,Platinum,Grocery,F,182705.0,High
19309,"Barbil, India",Tier-3,2015-03-23,2015,3,2015Q1,Monday,False,False,Gold,Grocery,M,233669.0,Very High
19310,"Naugachhia, India",Tier-3,2014-10-27,2014,10,2014Q4,Monday,False,True,Silver,Food,M,78880.0,Medium
19311,"Siddipet, India",Tier-3,2014-01-29,2014,1,2014Q1,Wednesday,False,False,Platinum,Food,M,160846.0,High
19312,"Jalandhar, India",Tier-2,2014-01-10,2014,1,2014Q1,Friday,False,False,Gold,Food,M,205949.0,High
19313,"Motihari, India",Tier-3,2014-05-27,2014,5,2014Q2,Tuesday,False,False,Signature,Entertainment,F,102507.0,Medium
19314,"Pipariya, India",Tier-3,2014-12-09,2014,12,2014Q4,Tuesday,False,False,Silver,Bills,M,178453.0,High
19315,"Vyara, India",Tier-3,2014-08-10,2014,8,2014Q3,Sunday,True,False,Platinum,Bills,F,68215.0,Low
19316,"Savner, India",Tier-3,2014-11-25,2014,11,2014Q4,Tuesday,False,True,Gold,Bills,M,163991.0,High
19317,"Wadi, India",Tier-3,2014-06-04,2014,6,2014Q2,Wednesday,False,False,Signature,Fuel,F,86963.0,Medium
19318,"Baripada Town, India",Tier-3,2014-06-04,2014,6,2014Q2,Wednesday,False,False,Silver,Bills,F,128844.0,Medium
19319,"Sherkot, India",Tier-3,2014-09-03,2014,9,2014Q3,Wednesday,False,False,Signature,Bills,F,34964.0,Low
19320,"Shegaon, India",Tier-3,2014-05-26,2014,5,2014Q2,Monday,False,False,Silver,Bills,F,156491.0,High
19321,"Valsad, India",Tier-3,2013-10-09,2013,10,2013Q4,Wednesday,False,True,Silver,Food,M,118224.0,Medium
19322,"Hisar, India",Tier-3,2014-04-26,2014,4,2014Q2,Saturday,True,False,Gold,Grocery,F,177232.0,High
19323,"Madhugiri, India",Tier-3,2014-05-03,2014,5,2014Q2,Saturday,True,False,Silver,Food,M,158361.0,High
19324,"Nadbai, India",Tier-3,2015-05-22,2015,5,2015Q2,Friday,False,False,Platinum,Food,F,161388.0,High
19325,"Zira, India",Tier-3,2015-05-19,2015,5,2015Q2,Tuesday,False,False,Platinum,Entertainment,M,190358.0,High
19326,"Ichalkaranji, India",Tier-3,2013-10-18,2013,10,2013Q4,Friday,False,True,Platinum,Entertainment,F,249491.0,Very High
19327,"Sailu, India",Tier-3,2015-05-12,2015,5,2015Q2,Tuesday,False,False,Signature,Entertainment,M,145096.0,Medium
19328,"Mahasamund, India",Tier-3,2014-07-09,2014,7,2014Q3,Wednesday,False,False,Silver,Bills,M,158176.0,High
19329,"Kendrapara, India",Tier-3,2015-04-10,2015,4,2015Q2,Friday,False,False,Signature,Food,F,208082.0,High
19330,"Petlad, India",Tier-3,2015-04-18,2015,4,2015Q2,Saturday,True,False,Silver,Entertainment,M,178593.0,High
19331,"Aruppukkottai, India",Tier-3,2013-12-20,2013,12,2013Q4,Friday,False,False,Gold,Fuel,M,65086.0,Low
19332,"Nadiad, India",Tier-3,2014-09-05,2014,9,2014Q3,Friday,False,False,Signature,Grocery,M,220162.0,High
19333,"Mandi Dabwali, India",Tier-3,2014-12-25,2014,12,2014Q4,Thursday,False,False,Gold,Entertainment,F,122238.0,Medium
19334,"Naidupet, India",Tier-3,2015-01-17,2015,1,2015Q1,Saturday,True,False,Gold,Fuel,F,29941.0,Low
19335,"Phagwara, India",Tier-3,2014-06-21,2014,6,2014Q2,Saturday,True,False,Platinum,Fuel,M,248382.0,Very High
19336,"Umred, India",Tier-3,2015-01-19,2015,1,2015Q1,Monday,False,False,Platinum,Fuel,F,84571.0,Medium
19337,"Vedaranyam, India",Tier-3,2013-12-26,2013,12,2013Q4,Thursday,False,False,Platinum,Food,M,55476.0,Low
19338,"Sullurpeta, India",Tier-3,2014-10-28,2014,10,2014Q4,Tuesday,False,True,Platinum,Grocery,F,40824.0,Low
19339,"Paithan, India",Tier-3,2014-03-19,2014,3,2014Q1,Wednesday,False,False,Silver,Bills,F,158227.0,High
19340,"Amravati, India",Tier-2,2015-03-03,2015,3,2015Q1,Tuesday,False,False,Silver,Entertainment,M,91403.0,Medium
19341,"Tumkur, India",Tier-3,2015-02-17,2015,2,2015Q1,Tuesday,False,False,Silver,Fuel,M,189216.0,High
19342,"Bhavnagar, India",Tier-2,2014-01-29,2014,1,2014Q1,Wednesday,False,False,Gold,Food,F,157114.0,High
19343,"Bodhan, India",Tier-3,2014-06-16,2014,6,2014Q2,Monday,False,False,Signature,Entertainment,F,234323.0,Very High
19344,"Perinthalmanna, India",Tier-3,2014-04-27,2014,4,2014Q2,Sunday,True,False,Platinum,Bills,F,70565.0,Low
19345,"Sundargarh, India",Tier-3,2015-01-15,2015,1,2015Q1,Thursday,False,False,Gold,Entertainment,M,219122.0,High
19346,"Deoghar, India",Tier-3,2014-11-08,2014,11,2014Q4,Saturday,True,True,Signature,Grocery,F,267871.0,Very High
19347,"Mokameh, India",Tier-3,2014-03-31,2014,3,2014Q1,Monday,False,False,Gold,Food,F,58316.0,Low
19348,"Sri Madhopur, India",Tier-3,2014-07-31,2014,7,2014Q3,Thursday,False,False,Silver,Entertainment,F,218936.0,High
19349,"Purulia, India",Tier-3,2014-06-08,2014,6,2014Q2,Sunday,True,False,Gold,Food,M,47609.0,Low
19350,"Jagraon, India",Tier-3,2014-07-12,2014,7,2014Q3,Saturday,True,False,Platinum,Fuel,F,172843.0,High
19351,"Savner, India",Tier-3,2015-04-24,2015,4,2015Q2,Friday,False,False,Signature,Bills,F,211381.0,High
19352,"Seohara, India",Tier-3,2014-03-20,2014,3,2014Q1,Thursday,False,False,Silver,Fuel,M,186028.0,High
19353,"Kovvur, India",Tier-3,2014-02-05,2014,2,2014Q1,Wednesday,False,False,Silver,Bills,F,207588.0,High
19354,"Karur, India",Tier-3,2014-11-21,2014,11,2014Q4,Friday,False,True,Gold,Bills,F,271819.0,Very High
19355,"Panruti, India",Tier-3,2014-09-12,2014,9,2014Q3,Friday,False,False,Signature,Fuel,F,38449.0,Low
19356,"Narasapuram, India",Tier-3,2014-07-09,2014,7,2014Q3,Wednesday,False,False,Signature,Bills,M,20191.0,Low
19357,"Siana, India",Tier-3,2014-11-30,2014,11,2014Q4,Sunday,True,True,Signature,Entertainment,F,58939.0,Low
19358,"Lucknow, India",Tier-2,2014-06-14,2014,6,2014Q2,Saturday,True,False,Silver,Entertainment,F,242158.0,Very High
19359,"Raghogarh-Vijaypur, India",Tier-3,2013-11-18,2013,11,2013Q4,Monday,False,True,Gold,Food,F,221574.0,High
19360,"Sadulpur, India",Tier-3,2014-12-15,2014,12,2014Q4,Monday,False,False,Signature,Bills,M,1424.0,Low
19361,"Satana, India",Tier-3,2013-11-02,2013,11,2013Q4,Saturday,True,True,Silver,Bills,M,146491.0,Medium
19362,"Srikalahasti, India",Tier-3,2014-01-28,2014,1,2014Q1,Tuesday,False,False,Platinum,Fuel,M,274128.0,Very High
19363,"Keshod, India",Tier-3,2014-12-02,2014,12,2014Q4,Tuesday,False,False,Gold,Entertainment,M,24590.0,Low
19364,"Yavatmal, India",Tier-3,2014-02-06,2014,2,2014Q1,Thursday,False,False,Platinum,Bills,M,10691.0,Low
19365,"Byasanagar, India",Tier-3,2014-01-01,2014,1,2014Q1,Wednesday,False,False,Signature,Grocery,F,66817.0,Low
19366,"Rajula, India",Tier-3,2014-02-07,2014,2,2014Q1,Friday,False,False,Platinum,Bills,F,145343.0,Medium
19367,"Sadabad, India",Tier-3,2014-09-24,2014,9,2014Q3,Wednesday,False,False,Gold,Grocery,M,211116.0,High
19368,"Maihar, India",Tier-3,2014-08-10,2014,8,2014Q3,Sunday,True,False,Silver,Fuel,M,126564.0,Medium
19369,"Barnala, India",Tier-3,2014-02-19,2014,2,2014Q1,Wednesday,False,False,Gold,Entertainment,M,216496.0,High
19370,"Nepanagar, India",Tier-3,2014-12-14,2014,12,2014Q4,Sunday,True,False,Silver,Entertainment,F,142232.0,Medium
19371,"Bhiwandi, India",Tier-2,2014-04-04,2014,4,2014Q2,Friday,False,False,Gold,Bills,F,2186.0,Low
19372,"Ramnagar, India",Tier-3,2014-01-17,2014,1,2014Q1,Friday,False,False,Silver,Fuel,M,111375.0,Medium
19373,"Achalpur, India",Tier-3,2013-12-06,2013,12,2013Q4,Friday,False,False,Silver,Grocery,F,201032.0,High
19374,"Kot Kapura, India",Tier-3,2015-03-12,2015,3,2015Q1,Thursday,False,False,Platinum,Bills,F,106876.0,Medium
19375,"Adilabad, India",Tier-3,2013-12-30,2013,12,2013Q4,Monday,False,False,Signature,Bills,M,189159.0,High
19376,"Habra, India",Tier-3,2014-06-11,2014,6,2014Q2,Wednesday,False,False,Platinum,Food,M,10135.0,Low
19377,"Tarakeswar, India",Tier-3,2014-04-15,2014,4,2014Q2,Tuesday,False,False,Silver,Grocery,M,49997.0,Low
19378,"Virudhunagar, India",Tier-3,2014-04-15,2014,4,2014Q2,Tuesday,False,False,Platinum,Food,F,237361.0,Very High
19379,"Mandya, India",Tier-3,2015-04-27,2015,4,2015Q2,Monday,False,False,Signature,Bills,M,33136.0,Low
19380,"Uchgaon, India",Tier-3,2015-04-27,2015,4,2015Q2,Monday,False,False,Silver,Fuel,M,16325.0,Low
19381,"Manglaur, India",Tier-3,2014-08-20,2014,8,2014Q3,Wednesday,False,False,Platinum,Bills,F,135983.0,Medium
19382,"Sheikhpura, India",Tier-3,2014-05-02,2014,5,2014Q2,Friday,False,False,Silver,Fuel,F,248861.0,Very High
19383,"Paravoor, India",Tier-3,2015-03-25,2015,3,2015Q1,Wednesday,False,False,Silver,Food,F,102935.0,Medium
19384,"Tarakeswar, India",Tier-3,2013-10-12,2013,10,2013Q4,Saturday,True,True,Silver,Food,M,15456.0,Low
19385,"Tikamgarh, India",Tier-3,2014-05-29,2014,5,2014Q2,Thursday,False,False,Silver,Food,M,87911.0,Medium
19386,"Dibrugarh, India",Tier-3,2014-10-25,2014,10,2014Q4,Saturday,True,True,Silver,Food,M,289955.0,Very High
19387,"Pandua, India",Tier-3,2014-03-25,2014,3,2014Q1,Tuesday,False,False,Gold,Fuel,F,72631.0,Low
19388,"Mangrol, India",Tier-3,2013-10-17,2013,10,2013Q4,Thursday,False,True,Gold,Grocery,M,130566.0,Medium
19389,"Ambejogai, India",Tier-3,2015-02-24,2015,2,2015Q1,Tuesday,False,False,Gold,Grocery,M,4348.0,Low
19390,"Satna, India",Tier-3,2015-01-26,2015,1,2015Q1,Monday,False,False,Signature,Bills,F,38530.0,Low
19391,"Talcher, India",Tier-3,2015-05-20,2015,5,2015Q2,Wednesday,False,False,Platinum,Bills,F,72919.0,Low
19392,"Shahjahanpur, India",Tier-3,2013-10-24,2013,10,2013Q4,Thursday,False,True,Silver,Food,F,149653.0,Medium
19393,"Baharampur, India",Tier-3,2014-06-20,2014,6,2014Q2,Friday,False,False,Signature,Food,M,287682.0,Very High
19394,"Gobichettipalayam, India",Tier-3,2014-11-25,2014,11,2014Q4,Tuesday,False,True,Silver,Food,M,22201.0,Low
19395,"Thangadh, India",Tier-3,2014-05-21,2014,5,2014Q2,Wednesday,False,False,Signature,Bills,F,125759.0,Medium
19396,"Ramanagaram, India",Tier-3,2014-03-03,2014,3,2014Q1,Monday,False,False,Signature,Grocery,F,172492.0,High
19397,"Arsikere, India",Tier-3,2013-12-21,2013,12,2013Q4,Saturday,True,False,Silver,Bills,M,256812.0,Very High
19398,"Manmad, India",Tier-3,2013-11-11,2013,11,2013Q4,Monday,False,True,Platinum,Entertainment,M,117361.0,Medium
19399,"Phagwara, India",Tier-3,2013-11-15,2013,11,2013Q4,Friday,False,True,Gold,Food,M,225604.0,High
19400,"Savarkundla, India",Tier-3,2014-12-04,2014,12,2014Q4,Thursday,False,False,Silver,Entertainment,F,235715.0,Very High
19401,"Afzalpur, India",Tier-3,2015-03-07,2015,3,2015Q1,Saturday,True,False,Signature,Entertainment,F,107379.0,Medium
19402,"Sankeshwara, India",Tier-3,2014-06-23,2014,6,2014Q2,Monday,False,False,Gold,Bills,F,278937.0,Very High
19403,"Pulgaon, India",Tier-3,2014-04-27,2014,4,2014Q2,Sunday,True,False,Gold,Food,F,39847.0,Low
19404,"Thangadh, India",Tier-3,2013-10-09,2013,10,2013Q4,Wednesday,False,True,Platinum,Fuel,M,108754.0,Medium
19405,"Medininagar (Daltonganj), India",Tier-3,2015-04-01,2015,4,2015Q2,Wednesday,False,False,Platinum,Grocery,M,122978.0,Medium
19406,"Margao, India",Tier-3,2013-12-24,2013,12,2013Q4,Tuesday,False,False,Gold,Fuel,F,166796.0,High
19407,"Dhuri, India",Tier-3,2014-06-03,2014,6,2014Q2,Tuesday,False,False,Gold,Bills,F,298966.0,Very High
19408,"Mandi, India",Tier-3,2014-10-31,2014,10,2014Q4,Friday,False,True,Silver,Food,M,142288.0,Medium
19409,"Morshi, India",Tier-3,2014-11-13,2014,11,2014Q4,Thursday,False,True,Silver,Food,F,216017.0,High
19410,"Udhampur, India",Tier-3,2014-03-17,2014,3,2014Q1,Monday,False,False,Silver,Fuel,M,111754.0,Medium
19411,"Giridih, India",Tier-3,2014-11-02,2014,11,2014Q4,Sunday,True,True,Gold,Grocery,F,24093.0,Low
19412,"Tirukalukundram, India",Tier-3,2015-01-13,2015,1,2015Q1,Tuesday,False,False,Gold,Bills,F,35714.0,Low
19413,"Muktsar, India",Tier-3,2014-03-25,2014,3,2014Q1,Tuesday,False,False,Signature,Entertainment,M,224666.0,High
19414,"Naila Janjgir, India",Tier-3,2013-12-27,2013,12,2013Q4,Friday,False,False,Signature,Bills,M,274952.0,Very High
19415,"Shirdi, India",Tier-3,2014-06-29,2014,6,2014Q2,Sunday,True,False,Silver,Grocery,M,260642.0,Very High
19416,"Guwahati, India",Tier-2,2014-03-26,2014,3,2014Q1,Wednesday,False,False,Silver,Entertainment,M,271090.0,Very High
19417,"Manavadar, India",Tier-3,2014-02-08,2014,2,2014Q1,Saturday,True,False,Gold,Grocery,M,52289.0,Low
19418,"Nawanshahr, India",Tier-3,2014-09-16,2014,9,2014Q3,Tuesday,False,False,Platinum,Bills,M,181344.0,High
19419,"Athni, India",Tier-3,2015-03-02,2015,3,2015Q1,Monday,False,False,Signature,Entertainment,F,113418.0,Medium
19420,"Rawatbhata, India",Tier-3,2015-01-10,2015,1,2015Q1,Saturday,True,False,Platinum,Food,M,133209.0,Medium
19421,"Nidadavole, India",Tier-3,2013-10-13,2013,10,2013Q4,Sunday,True,True,Signature,Food,M,208072.0,High
19422,"Lalitpur, India",Tier-3,2014-06-19,2014,6,2014Q2,Thursday,False,False,Signature,Grocery,F,55081.0,Low
19423,"Gudur, India",Tier-3,2014-09-18,2014,9,2014Q3,Thursday,False,False,Silver,Entertainment,M,142022.0,Medium
19424,"Rohtak, India",Tier-3,2015-01-01,2015,1,2015Q1,Thursday,False,False,Silver,Entertainment,M,11032.0,Low
19425,"Umarga, India",Tier-3,2014-06-02,2014,6,2014Q2,Monday,False,False,Silver,Fuel,F,298637.0,Very High
19426,"Bhawanipatna, India",Tier-3,2015-02-22,2015,2,2015Q1,Sunday,True,False,Signature,Fuel,F,67062.0,Low
19427,"Thakurdwara, India",Tier-3,2014-06-09,2014,6,2014Q2,Monday,False,False,Platinum,Fuel,M,172594.0,High
19428,"Barnala, India",Tier-3,2014-11-29,2014,11,2014Q4,Saturday,True,True,Gold,Food,F,59993.0,Low
19429,"Pali, India",Tier-3,2014-09-18,2014,9,2014Q3,Thursday,False,False,Signature,Bills,F,71542.0,Low
19430,"Darbhanga, India",Tier-3,2014-12-21,2014,12,2014Q4,Sunday,True,False,Signature,Bills,M,21225.0,Low
19431,"Puranpur, India",Tier-3,2014-11-26,2014,11,2014Q4,Wednesday,False,True,Gold,Entertainment,M,94873.0,Medium
19432,"Rajgarh (Churu), India",Tier-3,2014-07-28,2014,7,2014Q3,Monday,False,False,Silver,Grocery,M,292441.0,Very High
19433,"Dhubri, India",Tier-3,2014-11-05,2014,11,2014Q4,Wednesday,False,True,Signature,Fuel,M,282338.0,Very High
19434,"Hindupur, India",Tier-3,2015-01-12,2015,1,2015Q1,Monday,False,False,Gold,Grocery,M,292563.0,Very High
19435,"Talikota, India",Tier-3,2014-05-20,2014,5,2014Q2,Tuesday,False,False,Platinum,Entertainment,F,52377.0,Low
19436,"Vadakkuvalliyur, India",Tier-3,2015-05-23,2015,5,2015Q2,Saturday,True,False,Gold,Food,M,36133.0,Low
19437,"Satna, India",Tier-3,2014-03-05,2014,3,2014Q1,Wednesday,False,False,Signature,Food,F,138979.0,Medium
19438,"Ichalkaranji, India",Tier-3,2014-06-23,2014,6,2014Q2,Monday,False,False,Platinum,Fuel,M,200214.0,High
19439,"Ujjain, India",Tier-2,2013-12-01,2013,12,2013Q4,Sunday,True,False,Silver,Food,M,272609.0,Very High
19440,"Shimla, India",Tier-3,2014-10-09,2014,10,2014Q4,Thursday,False,True,Signature,Bills,F,68150.0,Low
19441,"Siliguri, India",Tier-2,2015-03-03,2015,3,2015Q1,Tuesday,False,False,Gold,Bills,M,221642.0,High
19442,"Sadabad, India",Tier-3,2014-11-08,2014,11,2014Q4,Saturday,True,True,Signature,Food,F,187817.0,High
19443,"Rajahmundry, India",Tier-3,2015-05-24,2015,5,2015Q2,Sunday,True,False,Platinum,Grocery,M,143352.0,Medium
19444,"Amravati, India",Tier-2,2014-07-01,2014,7,2014Q3,Tuesday,False,False,Gold,Grocery,M,31944.0,Low
19445,"Yamunanagar, India",Tier-3,2014-07-29,2014,7,2014Q3,Tuesday,False,False,Gold,Grocery,F,158003.0,High
19446,"Rajsamand, India",Tier-3,2014-12-27,2014,12,2014Q4,Saturday,True,False,Platinum,Entertainment,M,183953.0,High
19447,"Palitana, India",Tier-3,2014-02-09,2014,2,2014Q1,Sunday,True,False,Platinum,Fuel,F,152766.0,Medium
19448,"Palitana, India",Tier-3,2014-03-01,2014,3,2014Q1,Saturday,True,False,Silver,Fuel,M,153058.0,Medium
19449,"Sagar, India",Tier-3,2014-07-29,2014,7,2014Q3,Tuesday,False,False,Gold,Food,M,189214.0,High
19450,"Dharmanagar, India",Tier-3,2015-02-08,2015,2,2015Q1,Sunday,True,False,Signature,Entertainment,M,12021.0,Low
